TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,TotalAmount
T01312,2025-06-18,C058,P032,S001,1,0.05,Bank Transfer,289.47
T01313,2025-07-26,C077,P009,S004,1,0.1,Mobile Money,110.87
T01314,2025-05-02,C046,P012,S004,2,0.0,Cash,2386.18
T01315,2025-01-21,C196,P022,S003,4,0.0,Bank Transfer,102.28
T01316,2023-11-20,C149,P049,S004,5,0.15,Bank Transfer,1650.1
T01317,2024-05-11,C161,P001,S004,1,0.1,Cash,1506.32
T01318,2024-01-22,C067,P047,S002,5,0.0,Credit Card,5985.9
T01319,2024-05-28,C082,P004,S004,2,0.1,Credit Card,3336.79
T01320,2024-12-16,C014,P049,S003,3,0.15,Bank Transfer,990.06
T01321,2024-07-08,C013,P002,S003,3,0.0,Credit Card,2456.28
T01322,2024-09-14,C197,P021,S002,1,0.05,Bank Transfer,1165.88
T01323,2025-08-02,C081,P019,S003,3,0.1,Cash,4759.88
T01324,2024-04-20,C137,P043,S005,3,0.05,Cash,1608.6
T01325,2025-01-24,C036,P042,S005,3,0.1,Mobile Money,1224.77
T01326,2023-12-28,C106,P019,S003,2,0.0,Credit Card,3525.84
T01327,2025-04-02,C040,P031,S005,2,0.05,Cash,2081.87
T01328,2025-05-14,C107,P011,S004,1,0.0,Credit Card,248.57
T01329,2024-05-25,C005,P014,S004,3,0.1,Bank Transfer,3625.42
T01330,2024-06-10,C036,P033,S004,5,0.1,Credit Card,8095.37
T01331,2024-09-15,C182,P044,S003,1,0.0,Credit Card,1286.55
T01332,2025-04-17,C033,P029,S002,2,0.1,Credit Card,2673.09
T01333,2024-07-31,C054,P044,S002,1,0.15,Cash,1093.57
T01334,2024-11-15,C020,P018,S001,4,0.15,Cash,3671.63
T01335,2024-07-05,C051,P001,S001,1,0.0,Mobile Money,1673.69
T01336,2025-08-22,C031,P011,S003,1,0.0,Bank Transfer,248.57
T01337,2023-09-20,C171,P045,S001,1,0.0,Credit Card,1879.08
T01338,2024-08-22,C151,P045,S002,2,0.1,Cash,3382.34
T01339,2024-03-07,C024,P006,S002,3,0.1,Bank Transfer,858.74
T01340,2025-01-24,C042,P001,S005,5,0.05,Cash,7950.03
T01341,2025-03-22,C026,P017,S005,1,0.05,Credit Card,1183.8
T01342,2025-04-07,C073,P004,S002,5,0.0,Cash,9268.85
T01343,2025-01-04,C055,P032,S005,4,0.1,Credit Card,1096.96
T01344,2023-11-25,C113,P027,S001,2,0.1,Mobile Money,2290.01
T01345,2025-08-26,C109,P005,S002,5,0.05,Mobile Money,6632.04
T01346,2024-01-24,C029,P004,S003,1,0.15,Cash,1575.7
T01347,2024-02-09,C134,P013,S002,4,0.1,Bank Transfer,4085.28
T01348,2024-08-31,C143,P025,S001,1,0.1,Mobile Money,386.24
T01349,2024-11-15,C030,P036,S004,3,0.15,Bank Transfer,3828.72
T01350,2023-11-06,C176,P013,S004,2,0.15,Bank Transfer,1929.16
T01351,2023-10-13,C110,P050,S002,1,0.15,Bank Transfer,887.94
T01352,2024-12-22,C046,P030,S001,4,0.0,Mobile Money,116.96
T01353,2024-04-17,C113,P050,S005,1,0.0,Credit Card,1044.64
T01354,2023-10-28,C102,P003,S004,5,0.0,Credit Card,1688.15
T01355,2023-12-22,C017,P006,S003,2,0.1,Credit Card,572.49
T01356,2025-06-05,C153,P018,S004,1,0.05,Mobile Money,1025.9
T01357,2025-07-26,C186,P050,S004,3,0.1,Mobile Money,2820.53
T01358,2024-06-29,C092,P046,S004,5,0.15,Mobile Money,4952.82
T01359,2025-08-14,C131,P023,S003,2,0.15,Cash,3193.4
T01360,2025-06-06,C032,P044,S003,4,0.15,Credit Card,4374.27
T01361,2023-11-09,C161,P050,S002,1,0.0,Cash,1044.64
T01362,2024-02-13,C018,P019,S004,1,0.05,Mobile Money,1674.77
T01363,2024-04-24,C155,P015,S003,2,0.1,Cash,486.81
T01364,2025-07-06,C195,P008,S001,5,0.15,Mobile Money,466.56
T01365,2024-09-02,C052,P006,S003,4,0.15,Bank Transfer,1081.37
T01366,2024-06-08,C139,P050,S003,5,0.0,Cash,5223.2
T01367,2024-03-29,C111,P048,S001,4,0.15,Bank Transfer,4135.62
T01368,2024-06-03,C097,P004,S004,4,0.0,Cash,7415.08
T01369,2025-01-02,C046,P042,S005,3,0.05,Mobile Money,1292.82
T01370,2024-04-24,C111,P010,S002,3,0.15,Mobile Money,3045.01
T01371,2023-10-19,C196,P019,S001,5,0.15,Mobile Money,7492.41
T01372,2025-08-30,C122,P005,S005,2,0.0,Mobile Money,2792.44
T01373,2024-04-01,C068,P040,S004,5,0.15,Bank Transfer,7418.84
T01374,2024-05-26,C197,P021,S003,3,0.0,Cash,3681.72
T01375,2023-11-19,C152,P042,S001,2,0.1,Bank Transfer,816.52
T01376,2024-06-05,C190,P050,S005,1,0.1,Mobile Money,940.18
T01377,2025-01-09,C025,P040,S004,3,0.1,Mobile Money,4713.15
T01378,2024-04-26,C090,P049,S001,2,0.05,Credit Card,737.69
T01379,2024-01-30,C166,P003,S003,5,0.0,Cash,1688.15
T01380,2024-02-05,C079,P020,S001,3,0.05,Cash,923.17
T01381,2023-10-17,C138,P042,S003,1,0.15,Mobile Money,385.58
T01382,2024-05-28,C146,P025,S005,4,0.1,Cash,1544.94
T01383,2024-11-01,C179,P021,S004,5,0.0,Bank Transfer,6136.2
T01384,2025-07-28,C097,P036,S005,4,0.1,Cash,5405.26
T01385,2024-02-15,C126,P037,S001,2,0.1,Mobile Money,3514.77
T01386,2024-01-28,C129,P017,S003,2,0.1,Bank Transfer,2243.0
T01387,2024-03-09,C112,P040,S002,4,0.0,Credit Card,6982.44
T01388,2025-05-08,C074,P045,S003,1,0.1,Mobile Money,1691.17
T01389,2025-03-18,C058,P016,S005,1,0.0,Bank Transfer,1858.75
T01390,2024-04-14,C070,P026,S001,5,0.15,Mobile Money,4316.98
T01391,2023-12-10,C054,P007,S003,1,0.1,Bank Transfer,1326.71
T01392,2025-05-23,C111,P008,S005,3,0.05,Mobile Money,312.87
T01393,2024-11-24,C103,P031,S003,5,0.15,Credit Card,4656.81
T01394,2024-09-18,C005,P050,S005,2,0.15,Credit Card,1775.89
T01395,2025-04-08,C170,P016,S004,3,0.15,Cash,4739.81
T01396,2025-03-31,C134,P017,S002,3,0.15,Credit Card,3177.58
T01397,2024-04-09,C062,P028,S002,3,0.15,Mobile Money,1718.14
T01398,2025-01-28,C082,P020,S001,2,0.15,Bank Transfer,550.66
T01399,2025-06-23,C074,P003,S002,3,0.05,Mobile Money,962.25
T01400,2025-04-19,C062,P024,S001,2,0.05,Cash,2826.08
T01401,2025-07-21,C063,P013,S003,4,0.15,Mobile Money,3858.32
T01402,2024-03-31,C109,P018,S001,2,0.05,Bank Transfer,2051.79
T01403,2023-12-02,C035,P026,S001,3,0.1,Credit Card,2742.55
T01404,2024-08-04,C165,P031,S001,4,0.0,Cash,4382.88
T01405,2025-02-17,C022,P048,S003,5,0.1,Cash,5473.62
T01406,2024-08-27,C105,P036,S003,1,0.15,Credit Card,1276.24
T01407,2024-10-09,C061,P019,S001,5,0.0,Bank Transfer,8814.6
T01408,2024-09-25,C128,P029,S001,2,0.0,Bank Transfer,2970.1
T01409,2025-08-25,C085,P001,S005,4,0.05,Mobile Money,6360.02
T01410,2025-05-21,C056,P026,S002,1,0.05,Credit Card,964.97
T01411,2024-02-08,C071,P008,S004,4,0.1,Cash,395.21
T01412,2023-12-18,C126,P043,S005,3,0.0,Bank Transfer,1693.26
T01413,2024-06-06,C140,P005,S004,4,0.05,Bank Transfer,5305.64
T01414,2024-08-12,C038,P050,S003,4,0.1,Bank Transfer,3760.7
T01415,2024-04-21,C006,P050,S005,1,0.0,Credit Card,1044.64
T01416,2025-03-03,C065,P026,S005,4,0.1,Bank Transfer,3656.74
T01417,2025-05-27,C176,P050,S001,5,0.05,Mobile Money,4962.04
T01418,2024-05-13,C100,P005,S001,4,0.1,Bank Transfer,5026.39
T01419,2024-09-24,C024,P034,S002,3,0.05,Credit Card,1219.94
T01420,2024-03-28,C113,P026,S003,4,0.0,Bank Transfer,4063.04
T01421,2024-07-01,C021,P002,S004,4,0.15,Bank Transfer,2783.78
T01422,2023-09-10,C184,P016,S004,1,0.05,Bank Transfer,1765.81
T01423,2025-05-11,C130,P039,S001,3,0.15,Bank Transfer,1379.4
T01424,2024-06-05,C117,P038,S001,1,0.05,Mobile Money,348.58
T01425,2024-04-08,C165,P031,S002,1,0.15,Credit Card,931.36
T01426,2023-11-06,C161,P023,S003,3,0.0,Cash,5635.41
T01427,2025-04-05,C041,P023,S002,5,0.05,Mobile Money,8922.73
T01428,2024-03-07,C082,P039,S004,4,0.05,Bank Transfer,2055.57
T01429,2024-05-17,C045,P030,S005,3,0.1,Credit Card,78.95
T01430,2024-07-18,C022,P010,S004,3,0.05,Mobile Money,3403.24
T01431,2024-12-25,C097,P040,S005,2,0.0,Cash,3491.22
T01432,2023-11-29,C143,P020,S005,2,0.0,Mobile Money,647.84
T01433,2024-07-10,C051,P044,S003,2,0.0,Mobile Money,2573.1
T01434,2024-02-21,C159,P048,S004,5,0.1,Credit Card,5473.62
T01435,2025-03-31,C023,P003,S003,2,0.0,Cash,675.26
T01436,2025-05-16,C184,P043,S005,4,0.15,Mobile Money,1919.03
T01437,2024-04-02,C031,P041,S002,2,0.05,Bank Transfer,3106.52
T01438,2025-02-06,C074,P029,S004,4,0.05,Mobile Money,5643.19
T01439,2023-09-28,C053,P017,S005,2,0.1,Credit Card,2243.0
T01440,2024-11-13,C108,P015,S002,4,0.05,Cash,1027.71
T01441,2025-04-01,C075,P036,S003,2,0.15,Credit Card,2552.48
T01442,2024-01-18,C095,P015,S005,4,0.0,Cash,1081.8
T01443,2025-07-28,C121,P020,S002,3,0.15,Credit Card,826.0
T01444,2024-08-20,C183,P041,S004,4,0.1,Cash,5886.04
T01445,2024-07-20,C025,P019,S005,1,0.0,Bank Transfer,1762.92
T01446,2025-04-15,C061,P022,S004,3,0.0,Cash,76.71
T01447,2024-02-08,C065,P011,S005,5,0.15,Bank Transfer,1056.42
T01448,2024-07-31,C102,P003,S003,2,0.0,Credit Card,675.26
T01449,2024-10-03,C067,P006,S002,5,0.15,Bank Transfer,1351.71
T01450,2024-11-25,C120,P035,S002,1,0.1,Mobile Money,1406.19
T01451,2023-10-19,C037,P031,S003,1,0.1,Cash,986.15
T01452,2023-11-21,C033,P019,S004,3,0.1,Mobile Money,4759.88
T01453,2023-09-21,C073,P030,S003,5,0.1,Bank Transfer,131.58
T01454,2025-01-19,C112,P016,S002,3,0.15,Credit Card,4739.81
T01455,2025-07-24,C143,P020,S004,1,0.05,Credit Card,307.72
T01456,2024-01-09,C014,P017,S002,2,0.0,Mobile Money,2492.22
T01457,2024-09-27,C067,P048,S002,4,0.15,Cash,4135.62
T01458,2024-12-05,C127,P033,S001,4,0.1,Mobile Money,6476.29
T01459,2025-04-11,C118,P019,S004,1,0.05,Cash,1674.77
T01460,2024-02-07,C090,P031,S001,2,0.1,Credit Card,1972.3
T01461,2025-05-28,C044,P045,S005,3,0.05,Cash,5355.38
T01462,2025-03-20,C135,P033,S005,2,0.15,Cash,3058.25
T01463,2024-02-10,C064,P012,S004,1,0.1,Cash,1073.78
T01464,2025-05-03,C073,P035,S001,4,0.1,Cash,5624.75
T01465,2025-06-11,C083,P049,S002,1,0.0,Mobile Money,388.26
T01466,2024-03-10,C182,P038,S004,4,0.1,Cash,1320.95
T01467,2025-03-19,C085,P035,S001,5,0.15,Bank Transfer,6640.33
T01468,2024-01-17,C188,P006,S005,2,0.05,Cash,604.29
T01469,2024-07-17,C165,P029,S003,3,0.0,Cash,4455.15
T01470,2025-05-09,C141,P028,S005,4,0.0,Mobile Money,2695.12
T01471,2024-12-29,C066,P031,S002,2,0.15,Cash,1862.72
T01472,2025-03-09,C006,P003,S002,2,0.15,Mobile Money,573.97
T01473,2024-05-08,C073,P011,S002,1,0.1,Mobile Money,223.71
T01474,2024-12-18,C111,P016,S003,5,0.05,Bank Transfer,8829.06
T01475,2024-05-30,C171,P021,S001,3,0.05,Mobile Money,3497.63
T01476,2024-12-09,C115,P008,S004,4,0.1,Mobile Money,395.21
T01477,2024-10-20,C024,P042,S004,3,0.05,Mobile Money,1292.82
T01478,2024-04-05,C162,P049,S004,1,0.0,Bank Transfer,388.26
T01479,2025-03-24,C119,P022,S002,2,0.15,Cash,43.47
T01480,2025-06-23,C075,P005,S004,4,0.0,Mobile Money,5584.88
T01481,2024-10-11,C077,P010,S002,2,0.1,Credit Card,2149.42
T01482,2025-07-15,C134,P044,S004,3,0.0,Cash,3859.65
T01483,2024-04-09,C012,P008,S005,1,0.15,Mobile Money,93.31
T01484,2024-06-07,C025,P034,S004,5,0.1,Bank Transfer,1926.22
T01485,2024-11-04,C066,P042,S005,1,0.0,Cash,453.62
T01486,2023-10-05,C190,P041,S004,2,0.05,Mobile Money,3106.52
T01487,2025-04-14,C012,P004,S001,4,0.1,Bank Transfer,6673.57
T01488,2024-07-10,C151,P037,S004,4,0.1,Bank Transfer,7029.54
T01489,2023-12-04,C048,P006,S002,2,0.0,Bank Transfer,636.1
T01490,2023-11-09,C173,P010,S001,4,0.0,Cash,4776.48
T01491,2024-11-19,C102,P036,S001,1,0.05,Mobile Money,1426.39
T01492,2024-07-23,C118,P048,S004,5,0.15,Bank Transfer,5169.53
T01493,2024-12-09,C159,P009,S005,3,0.15,Bank Transfer,314.13
T01494,2024-05-25,C023,P049,S002,2,0.0,Credit Card,776.52
T01495,2023-11-24,C029,P021,S001,2,0.0,Credit Card,2454.48
T01496,2025-07-30,C124,P027,S002,2,0.15,Credit Card,2162.79
T01497,2024-10-25,C023,P046,S003,4,0.05,Mobile Money,4428.41
T01498,2024-11-03,C109,P030,S001,1,0.05,Credit Card,27.78
T01499,2024-06-19,C190,P007,S004,4,0.15,Cash,5012.01
T01500,2025-03-25,C116,P046,S005,2,0.05,Bank Transfer,2214.2
T01501,2023-11-29,C146,P018,S004,1,0.1,Cash,971.9
T01502,2024-01-29,C027,P036,S004,4,0.15,Bank Transfer,5104.96
T01503,2024-03-07,C010,P031,S004,4,0.15,Mobile Money,3725.45
T01504,2025-01-13,C060,P022,S001,5,0.0,Mobile Money,127.85
T01505,2024-05-27,C148,P010,S003,5,0.0,Bank Transfer,5970.6
T01506,2025-03-21,C166,P044,S004,4,0.0,Mobile Money,5146.2
T01507,2024-04-10,C160,P044,S003,4,0.15,Cash,4374.27
T01508,2024-07-22,C042,P032,S003,2,0.15,Bank Transfer,518.01
T01509,2024-04-19,C113,P045,S002,5,0.05,Bank Transfer,8925.63
T01510,2025-08-02,C155,P023,S004,2,0.1,Mobile Money,3381.25
T01511,2024-07-08,C107,P005,S003,4,0.05,Credit Card,5305.64
T01512,2024-02-20,C073,P030,S001,4,0.05,Credit Card,111.11
T01513,2025-05-23,C052,P015,S002,5,0.15,Cash,1149.41
T01514,2024-01-24,C107,P040,S004,3,0.05,Credit Card,4974.99
T01515,2025-06-08,C143,P043,S001,1,0.1,Bank Transfer,507.98
T01516,2025-04-30,C092,P005,S002,2,0.0,Cash,2792.44
T01517,2023-10-16,C087,P016,S004,1,0.05,Cash,1765.81
T01518,2023-12-31,C144,P007,S002,4,0.1,Bank Transfer,5306.83
T01519,2023-11-27,C091,P003,S001,5,0.1,Credit Card,1519.34
T01520,2023-12-11,C177,P027,S005,5,0.0,Cash,6361.15
T01521,2024-12-17,C113,P018,S004,1,0.0,Cash,1079.89
T01522,2025-06-21,C144,P011,S001,5,0.0,Credit Card,1242.85
T01523,2024-10-27,C162,P031,S001,2,0.1,Credit Card,1972.3
T01524,2025-01-24,C187,P013,S003,4,0.15,Cash,3858.32
T01525,2024-06-25,C040,P012,S003,3,0.05,Cash,3400.31
T01526,2024-07-05,C052,P009,S004,4,0.0,Credit Card,492.76
T01527,2024-09-05,C122,P012,S003,3,0.05,Cash,3400.31
T01528,2025-01-29,C069,P018,S003,4,0.1,Credit Card,3887.6
T01529,2024-04-28,C039,P015,S005,4,0.05,Credit Card,1027.71
T01530,2023-11-14,C110,P010,S004,4,0.15,Bank Transfer,4060.01
T01531,2025-03-18,C008,P032,S004,2,0.0,Cash,609.42
T01532,2024-10-12,C022,P039,S003,3,0.15,Credit Card,1379.4
T01533,2024-09-22,C112,P030,S001,4,0.0,Credit Card,116.96
T01534,2024-12-31,C148,P040,S001,5,0.1,Mobile Money,7855.24
T01535,2025-07-04,C103,P042,S005,3,0.1,Bank Transfer,1224.77
T01536,2025-06-06,C003,P045,S003,5,0.05,Mobile Money,8925.63
T01537,2025-04-30,C115,P017,S002,5,0.15,Bank Transfer,5295.97
T01538,2023-12-02,C167,P035,S004,2,0.1,Cash,2812.37
T01539,2025-03-08,C010,P036,S005,3,0.15,Credit Card,3828.72
T01540,2023-09-20,C134,P005,S005,3,0.05,Cash,3979.23
T01541,2024-10-11,C131,P026,S005,3,0.1,Credit Card,2742.55
T01542,2025-05-19,C006,P027,S001,5,0.1,Credit Card,5725.04
T01543,2025-02-09,C199,P037,S003,4,0.0,Cash,7810.6
T01544,2024-12-01,C096,P040,S003,5,0.1,Cash,7855.24
T01545,2024-09-30,C013,P005,S001,4,0.1,Cash,5026.39
T01546,2024-03-19,C117,P008,S003,2,0.05,Bank Transfer,208.58
T01547,2024-03-01,C077,P019,S003,5,0.05,Mobile Money,8373.87
T01548,2024-07-04,C134,P036,S002,1,0.1,Credit Card,1351.31
T01549,2025-07-24,C200,P038,S003,4,0.0,Credit Card,1467.72
T01550,2025-05-08,C183,P007,S004,4,0.0,Cash,5896.48
T01551,2024-12-04,C016,P038,S004,2,0.15,Credit Card,623.78
T01552,2024-08-06,C115,P007,S001,3,0.15,Mobile Money,3759.01
T01553,2025-04-11,C068,P009,S005,4,0.15,Mobile Money,418.85
T01554,2025-01-22,C177,P031,S004,4,0.05,Credit Card,4163.74
T01555,2023-10-18,C130,P030,S002,4,0.15,Credit Card,99.42
T01556,2025-02-26,C181,P041,S005,5,0.0,Credit Card,8175.05
T01557,2024-09-14,C117,P003,S004,1,0.05,Bank Transfer,320.75
T01558,2024-08-22,C031,P042,S005,4,0.0,Cash,1814.48
T01559,2024-10-30,C095,P007,S005,3,0.0,Credit Card,4422.36
T01560,2025-04-30,C031,P037,S003,3,0.1,Bank Transfer,5272.16
T01561,2023-11-16,C076,P016,S004,1,0.05,Credit Card,1765.81
T01562,2024-09-17,C151,P041,S004,1,0.1,Bank Transfer,1471.51
T01563,2023-12-10,C056,P029,S002,4,0.0,Cash,5940.2
T01564,2025-03-02,C141,P030,S003,1,0.0,Mobile Money,29.24
T01565,2024-10-13,C124,P022,S005,3,0.15,Bank Transfer,65.2
T01566,2025-02-26,C097,P029,S004,5,0.05,Credit Card,7053.99
T01567,2024-11-26,C130,P041,S004,4,0.15,Credit Card,5559.03
T01568,2024-02-02,C187,P017,S003,1,0.15,Mobile Money,1059.19
T01569,2024-02-15,C060,P039,S004,3,0.0,Mobile Money,1622.82
T01570,2025-07-19,C189,P022,S003,1,0.05,Cash,24.29
T01571,2025-02-16,C147,P008,S003,5,0.0,Cash,548.9
T01572,2024-11-12,C050,P014,S005,5,0.0,Credit Card,6713.75
T01573,2024-01-07,C193,P023,S004,5,0.0,Cash,9392.35
T01574,2024-09-14,C169,P012,S005,2,0.0,Bank Transfer,2386.18
T01575,2025-06-23,C053,P046,S002,5,0.15,Cash,4952.82
T01576,2023-11-01,C137,P027,S005,3,0.15,Cash,3244.19
T01577,2025-01-17,C126,P022,S001,3,0.15,Credit Card,65.2
T01578,2024-09-11,C107,P039,S001,5,0.1,Mobile Money,2434.23
T01579,2024-07-08,C066,P022,S001,1,0.0,Credit Card,25.57
T01580,2025-09-07,C074,P003,S002,2,0.1,Cash,607.73
T01581,2025-03-09,C040,P014,S003,4,0.05,Cash,5102.45
T01582,2025-02-22,C158,P048,S003,2,0.0,Cash,2432.72
T01583,2024-09-13,C077,P017,S004,1,0.1,Credit Card,1121.5
T01584,2025-05-25,C106,P033,S003,3,0.15,Cash,4587.37
T01585,2025-05-12,C014,P028,S002,2,0.05,Mobile Money,1280.18
T01586,2024-10-08,C131,P028,S005,4,0.0,Bank Transfer,2695.12
T01587,2024-10-20,C016,P041,S003,4,0.15,Cash,5559.03
T01588,2023-12-28,C124,P041,S001,4,0.05,Cash,6213.04
T01589,2024-11-19,C069,P020,S005,5,0.0,Credit Card,1619.6
T01590,2024-09-07,C196,P004,S005,2,0.1,Mobile Money,3336.79
T01591,2023-10-27,C115,P002,S001,5,0.05,Credit Card,3889.11
T01592,2024-09-05,C096,P049,S005,2,0.05,Mobile Money,737.69
T01593,2024-03-12,C143,P030,S004,1,0.0,Mobile Money,29.24
T01594,2024-07-10,C159,P047,S003,2,0.0,Cash,2394.36
T01595,2023-12-06,C124,P011,S003,5,0.1,Mobile Money,1118.56
T01596,2025-06-11,C090,P015,S002,5,0.1,Cash,1217.03
T01597,2024-09-12,C042,P045,S005,5,0.0,Bank Transfer,9395.4
T01598,2023-10-01,C023,P019,S004,1,0.05,Bank Transfer,1674.77
T01599,2024-07-24,C111,P043,S002,5,0.1,Bank Transfer,2539.89
T01600,2024-10-30,C163,P003,S003,4,0.1,Credit Card,1215.47
T01601,2025-08-25,C170,P033,S003,3,0.05,Mobile Money,5127.06
T01602,2024-02-03,C154,P037,S003,1,0.05,Cash,1855.02
T01603,2024-03-26,C156,P014,S004,1,0.0,Credit Card,1342.75
T01604,2025-06-04,C106,P011,S005,4,0.15,Cash,845.14
T01605,2025-05-13,C167,P030,S001,5,0.0,Mobile Money,146.2
T01606,2024-11-08,C173,P023,S001,3,0.15,Bank Transfer,4790.1
T01607,2024-09-02,C100,P006,S002,1,0.0,Mobile Money,318.05
T01608,2025-04-02,C095,P035,S002,4,0.0,Credit Card,6249.72
T01609,2023-10-07,C191,P049,S001,3,0.1,Credit Card,1048.3
T01610,2025-01-14,C024,P027,S005,3,0.05,Credit Card,3625.86
T01611,2024-12-04,C127,P026,S003,1,0.1,Mobile Money,914.18
T01612,2025-02-23,C181,P039,S005,2,0.0,Credit Card,1081.88
T01613,2024-01-10,C164,P006,S004,1,0.1,Mobile Money,286.24
T01614,2023-09-20,C044,P033,S005,2,0.05,Cash,3418.04
T01615,2023-11-20,C151,P032,S002,1,0.05,Bank Transfer,289.47
T01616,2025-05-30,C146,P002,S002,5,0.1,Credit Card,3684.42
T01617,2025-08-23,C174,P003,S001,5,0.1,Mobile Money,1519.34
T01618,2025-03-02,C001,P003,S004,1,0.1,Mobile Money,303.87
T01619,2024-01-21,C105,P033,S003,1,0.15,Mobile Money,1529.12
T01620,2025-03-30,C093,P026,S005,1,0.05,Cash,964.97
T01621,2025-08-11,C072,P025,S004,5,0.15,Bank Transfer,1823.89
T01622,2025-03-03,C002,P035,S004,2,0.1,Cash,2812.37
T01623,2024-09-03,C147,P032,S001,2,0.15,Cash,518.01
T01624,2025-08-05,C064,P011,S002,2,0.1,Bank Transfer,447.43
T01625,2024-01-07,C017,P027,S001,1,0.15,Mobile Money,1081.4
T01626,2024-06-22,C007,P040,S005,3,0.1,Credit Card,4713.15
T01627,2024-04-10,C028,P029,S004,2,0.1,Cash,2673.09
T01628,2024-12-31,C086,P027,S005,2,0.0,Mobile Money,2544.46
T01629,2024-10-28,C196,P044,S001,4,0.0,Cash,5146.2
T01630,2025-05-08,C016,P042,S001,4,0.1,Cash,1633.03
T01631,2025-07-31,C033,P007,S001,4,0.0,Bank Transfer,5896.48
T01632,2024-08-10,C157,P008,S004,1,0.0,Cash,109.78
T01633,2024-06-25,C144,P006,S001,3,0.15,Mobile Money,811.03
T01634,2024-10-14,C025,P047,S005,4,0.05,Cash,4549.28
T01635,2024-07-27,C117,P024,S004,4,0.15,Cash,5057.19
T01636,2024-09-09,C087,P033,S001,4,0.1,Credit Card,6476.29
T01637,2024-05-26,C028,P016,S001,1,0.0,Credit Card,1858.75
T01638,2025-08-05,C147,P014,S002,5,0.1,Bank Transfer,6042.38
T01639,2024-07-25,C108,P005,S004,5,0.15,Credit Card,5933.94
T01640,2025-09-07,C063,P011,S002,1,0.0,Credit Card,248.57
T01641,2023-09-18,C080,P046,S005,4,0.1,Bank Transfer,4195.33
T01642,2025-08-22,C150,P047,S005,2,0.05,Mobile Money,2274.64
T01643,2024-01-21,C080,P001,S005,3,0.1,Bank Transfer,4518.96
T01644,2024-03-01,C003,P018,S005,5,0.05,Cash,5129.48
T01645,2023-10-22,C061,P037,S005,5,0.0,Mobile Money,9763.25
T01646,2023-12-27,C089,P038,S002,2,0.05,Cash,697.17
T01647,2023-11-20,C088,P026,S002,4,0.15,Bank Transfer,3453.58
T01648,2025-05-22,C149,P019,S005,3,0.1,Mobile Money,4759.88
T01649,2025-02-12,C085,P040,S002,1,0.15,Cash,1483.77
T01650,2024-12-10,C127,P033,S002,1,0.05,Credit Card,1709.02
T01651,2024-08-18,C120,P021,S005,2,0.05,Mobile Money,2331.76
T01652,2024-03-30,C189,P004,S003,4,0.05,Mobile Money,7044.33
T01653,2025-08-08,C048,P036,S001,3,0.0,Cash,4504.38
T01654,2024-06-05,C092,P006,S001,5,0.0,Credit Card,1590.25
T01655,2025-01-08,C075,P003,S004,2,0.1,Cash,607.73
T01656,2025-05-01,C008,P009,S002,2,0.1,Credit Card,221.74
T01657,2023-12-01,C057,P048,S003,2,0.1,Credit Card,2189.45
T01658,2025-01-03,C046,P018,S002,1,0.05,Bank Transfer,1025.9
T01659,2024-02-09,C026,P001,S001,2,0.15,Cash,2845.27
T01660,2024-02-10,C087,P003,S002,3,0.15,Credit Card,860.96
T01661,2023-10-26,C095,P015,S003,2,0.15,Cash,459.76
T01662,2024-11-07,C031,P031,S002,2,0.05,Credit Card,2081.87
T01663,2025-07-19,C137,P047,S004,3,0.1,Mobile Money,3232.39
T01664,2025-01-25,C163,P020,S002,1,0.05,Bank Transfer,307.72
T01665,2024-01-17,C039,P036,S003,2,0.0,Bank Transfer,3002.92
T01666,2024-01-03,C033,P048,S005,5,0.15,Credit Card,5169.53
T01667,2025-02-18,C187,P022,S001,4,0.0,Credit Card,102.28
T01668,2025-08-30,C131,P042,S004,5,0.1,Mobile Money,2041.29
T01669,2025-01-26,C133,P002,S004,2,0.1,Bank Transfer,1473.77
T01670,2024-06-21,C135,P026,S004,4,0.15,Bank Transfer,3453.58
T01671,2023-12-13,C149,P043,S004,5,0.0,Credit Card,2822.1
T01672,2024-07-18,C057,P003,S002,4,0.05,Mobile Money,1282.99
T01673,2024-05-04,C056,P009,S003,4,0.15,Credit Card,418.85
T01674,2024-12-05,C096,P021,S003,5,0.0,Credit Card,6136.2
T01675,2024-05-19,C193,P021,S001,3,0.15,Bank Transfer,3129.46
T01676,2025-01-28,C059,P038,S005,1,0.15,Bank Transfer,311.89
T01677,2023-11-15,C110,P037,S004,4,0.15,Mobile Money,6639.01
T01678,2024-02-06,C095,P050,S004,3,0.1,Mobile Money,2820.53
T01679,2024-08-09,C007,P050,S002,4,0.05,Bank Transfer,3969.63
T01680,2023-09-15,C166,P044,S001,3,0.0,Bank Transfer,3859.65
T01681,2024-06-22,C129,P029,S005,5,0.0,Bank Transfer,7425.25
T01682,2024-09-27,C059,P005,S001,1,0.0,Bank Transfer,1396.22
T01683,2023-11-22,C010,P039,S005,2,0.1,Credit Card,973.69
T01684,2024-11-07,C173,P012,S003,3,0.1,Bank Transfer,3221.34
T01685,2024-08-11,C049,P035,S005,2,0.1,Cash,2812.37
T01686,2023-10-01,C198,P036,S003,3,0.1,Mobile Money,4053.94
T01687,2024-06-20,C104,P036,S005,1,0.15,Credit Card,1276.24
T01688,2023-10-05,C102,P027,S002,2,0.05,Mobile Money,2417.24
